Date,Open,High,Low,Close,Adj Close,Volume,index-name
2019-03-20,38433.86,38489.81,38316.21,38386.75,38386.75,15600,^BSESN
2019-03-22,38452.47,38564.71,38089.36,38164.61,38164.61,18200,^BSESN
2019-03-25,38016.76,38016.76,37667.4,37808.91,37808.91,17000,^BSESN
2019-03-26,37886.29,38297.7,37800.08,38233.41,38233.41,14600,^BSESN
2019-03-27,38372.03,38475.93,38001.34,38132.88,38132.88,18800,^BSESN
2019-03-28,38208.3,38593.65,38148.44,38545.72,38545.72,16000,^BSESN
2019-04-01,38858.88,39115.57,38808.74,38871.87,38871.87,19800,^BSESN
2019-04-02,38988.57,39121.69,38846.96,39056.65,39056.65,19700,^BSESN
2019-04-03,39167.05,39270.14,38826.56,38877.12,38877.12,17000,^BSESN
2019-04-04,38935.75,38939.35,38581.04,38684.72,38684.72,13000,^BSESN
2019-04-05,38839.52,38958.6,38701.04,38862.23,38862.23,15900,^BSESN
2019-04-08,38993.6,39041.25,38520.96,38700.53,38700.53,10500,^BSESN
2019-04-09,38730.93,38978.99,38598.72,38939.22,38939.22,15100,^BSESN
2019-04-10,38898.6,38950.45,38542.28,38585.35,38585.35,16200,^BSESN
2019-04-11,38621.58,38649.98,38460.25,38607.01,38607.01,14500,^BSESN
2019-04-12,38692.06,38818.87,38554.79,38767.11,38767.11,17000,^BSESN
2019-04-15,38805.54,38976.58,38780.08,38905.84,38905.84,20900,^BSESN
2019-04-16,39040.3,39364.34,39038.81,39275.64,39275.64,14400,^BSESN
2019-04-18,39420.04,39487.45,39083.16,39140.28,39140.28,14600,^BSESN
2019-04-22,39158.22,39158.22,38585.65,38645.18,38645.18,14900,^BSESN
2019-04-23,38771.27,38832.61,38518.26,38564.88,38564.88,11600,^BSESN
2019-04-24,38672.63,39095.35,38571.0,39054.68,39054.68,15200,^BSESN
2019-04-25,39101.78,39262.22,38663.98,38730.86,38730.86,14400,^BSESN
2019-04-26,38865.83,39103.16,38765.33,39067.33,39067.33,17300,^BSESN
2019-04-30,39056.92,39105.88,38753.46,39031.55,39031.55,30900,^BSESN
2019-05-02,39036.51,39189.95,38882.99,38981.43,38981.43,26200,^BSESN
2019-05-03,39009.55,39172.76,38920.17,38963.26,38963.26,14800,^BSESN
2019-05-06,38719.33,38719.33,38509.79,38600.34,38600.34,13400,^BSESN
2019-05-07,38815.46,38835.54,38236.18,38276.63,38276.63,15600,^BSESN
2019-05-08,38244.18,38248.57,37743.07,37789.13,37789.13,13100,^BSESN
2019-05-09,37747.91,37780.46,37405.4,37558.91,37558.91,15300,^BSESN
2019-05-10,37632.36,37721.98,37370.39,37462.99,37462.99,19700,^BSESN
2019-05-13,37491.3,37583.57,36999.84,37090.82,37090.82,17800,^BSESN
2019-05-14,37146.58,37572.7,36956.1,37318.53,37318.53,17700,^BSESN
2019-05-15,37539.05,37559.67,37047.87,37114.88,37114.88,19400,^BSESN
2019-05-16,37179.13,37518.94,37052.3,37393.48,37393.48,15700,^BSESN
2019-05-17,37494.42,38001.13,37415.36,37930.77,37930.77,18800,^BSESN
2019-05-20,38701.18,39412.56,38570.04,39352.67,39352.67,26400,^BSESN
2019-05-21,39449.45,39571.73,38884.85,38969.8,38969.8,22700,^BSESN
2019-05-22,39086.21,39249.08,38903.87,39110.21,39110.21,15600,^BSESN
2019-05-23,39591.77,40124.96,38651.61,38811.39,38811.39,28100,^BSESN
2019-05-24,39076.28,39476.97,38824.26,39434.72,39434.72,17100,^BSESN
2019-05-27,39536.23,39821.94,39353.16,39683.29,39683.29,16000,^BSESN
2019-05-28,39765.64,39828.65,39498.65,39749.73,39749.73,15300,^BSESN
2019-05-29,39714.27,39767.93,39420.5,39502.05,39502.05,12800,^BSESN
2019-05-30,39580.28,39911.92,39500.56,39831.97,39831.97,17500,^BSESN
2019-05-31,39998.91,40122.34,39374.24,39714.2,39714.2,17100,^BSESN
2019-06-03,39806.86,40308.9,39711.02,40267.62,40267.62,34600,^BSESN
2019-06-04,40196.0,40312.07,40031.05,40083.54,40083.54,11900,^BSESN
2019-06-06,40136.43,40159.26,39481.15,39529.72,39529.72,18700,^BSESN
2019-06-07,39581.77,39703.1,39279.47,39615.9,39615.9,14800,^BSESN
2019-06-10,39787.33,39979.48,39619.97,39784.52,39784.52,16200,^BSESN
2019-06-11,39900.45,40066.31,39760.02,39950.46,39950.46,14200,^BSESN
2019-06-12,39974.18,39982.1,39623.53,39756.81,39756.81,11700,^BSESN
2019-06-13,39679.35,39800.81,39461.27,39741.36,39741.36,21800,^BSESN
2019-06-14,39797.0,39799.9,39363.45,39452.07,39452.07,20600,^BSESN
2019-06-17,39514.36,39540.42,38911.49,38960.79,38960.79,12700,^BSESN
2019-06-18,39056.98,39167.83,38870.96,39046.34,39046.34,17800,^BSESN
2019-06-19,39176.56,39435.8,38881.05,39112.74,39112.74,18500,^BSESN
2019-06-20,39042.96,39638.64,38933.78,39601.63,39601.63,20100,^BSESN
2019-06-21,39608.25,39617.95,39121.3,39194.49,39194.49,15600,^BSESN
2019-06-24,39160.23,39300.02,39021.7,39122.96,39122.96,11600,^BSESN
2019-06-25,39131.94,39490.64,38946.04,39434.94,39434.94,11300,^BSESN
2019-06-26,39379.13,39674.22,39319.64,39592.08,39592.08,15000,^BSESN
2019-06-27,39633.97,39817.22,39510.44,39586.41,39586.41,13200,^BSESN
2019-06-28,39630.52,39675.25,39361.92,39394.64,39394.64,11200,^BSESN
2019-07-01,39543.73,39764.82,39541.09,39686.5,39686.5,10800,^BSESN
2019-07-02,39811.68,39838.49,39499.19,39816.48,39816.48,14800,^BSESN
2019-07-03,39907.57,39934.99,39732.38,39839.25,39839.25,13800,^BSESN
2019-07-04,39917.65,39979.1,39858.33,39908.06,39908.06,14500,^BSESN
2019-07-05,39990.4,40032.41,39441.38,39513.39,39513.39,26000,^BSESN
2019-07-08,39476.38,39476.38,38605.48,38720.57,38720.57,22000,^BSESN
2019-07-09,38754.47,38814.23,38435.87,38730.82,38730.82,18800,^BSESN
2019-07-10,38701.99,38854.85,38474.66,38557.04,38557.04,14900,^BSESN
2019-07-11,38751.62,38892.5,38631.31,38823.11,38823.11,14600,^BSESN
2019-07-12,38941.1,39021.84,38684.85,38736.23,38736.23,12900,^BSESN
2019-07-15,39009.95,39023.97,38696.6,38896.71,38896.71,18000,^BSESN
2019-07-16,38961.86,39173.89,38845.27,39131.04,39131.04,25100,^BSESN
2019-07-17,39171.1,39284.73,39081.14,39215.64,39215.64,23400,^BSESN
2019-07-18,39204.47,39204.47,38861.25,38897.46,38897.46,24100,^BSESN
2019-07-19,39058.73,39058.73,38271.35,38337.01,38337.01,19200,^BSESN
2019-07-22,38333.52,38333.52,37890.32,38031.13,38031.13,23000,^BSESN
2019-07-23,38138.56,38217.81,37898.9,37982.74,37982.74,19300,^BSESN
2019-07-24,37990.23,38102.84,37708.41,37847.65,37847.65,16600,^BSESN
2019-07-25,37935.02,38169.87,37775.51,37830.98,37830.98,18000,^BSESN
2019-07-26,37831.18,37978.07,37690.47,37882.79,37882.79,24100,^BSESN
2019-07-29,38043.22,38043.22,37519.16,37686.37,37686.37,21100,^BSESN
2019-07-30,37735.54,37950.21,37359.03,37397.24,37397.24,22800,^BSESN
2019-07-31,37257.55,37576.37,37128.26,37481.12,37481.12,27200,^BSESN
2019-08-01,37387.18,37387.18,36694.18,37018.32,37018.32,21000,^BSESN
2019-08-02,36920.11,37375.16,36607.41,37118.22,37118.22,28100,^BSESN
2019-08-05,36842.17,36844.05,36416.79,36699.84,36699.84,25900,^BSESN
2019-08-06,36568.03,37241.77,36536.59,36976.85,36976.85,25400,^BSESN
2019-08-07,37025.27,37104.79,36610.57,36690.5,36690.5,25300,^BSESN
2019-08-08,36808.01,37405.48,36655.41,37327.36,37327.36,24100,^BSESN
2019-08-09,37521.3,37807.55,37406.26,37581.91,37581.91,27400,^BSESN
2019-08-13,37755.16,37755.16,36888.49,36958.16,36958.16,28600,^BSESN
2019-08-14,37233.5,37473.61,37000.77,37311.53,37311.53,22500,^BSESN
2019-08-16,37383.0,37444.45,36974.41,37350.33,37350.33,26100,^BSESN
2019-08-19,37485.92,37718.88,37358.49,37402.49,37402.49,17700,^BSESN
2019-08-20,37441.75,37511.55,37219.9,37328.01,37328.01,20900,^BSESN
2019-08-21,37298.73,37406.55,37022.52,37060.37,37060.37,28500,^BSESN
2019-08-22,37087.58,37087.58,36391.35,36472.93,36472.93,33100,^BSESN
2019-08-23,36387.68,36807.34,36102.35,36701.16,36701.16,38400,^BSESN
2019-08-26,37363.95,37544.48,36492.65,37494.12,37494.12,35600,^BSESN
2019-08-27,37658.48,37731.51,37449.69,37641.27,37641.27,36500,^BSESN
2019-08-28,37655.77,37687.82,37249.19,37451.84,37451.84,28600,^BSESN
2019-08-29,37381.8,37381.8,36987.35,37068.93,37068.93,31700,^BSESN
2019-08-30,37222.26,37397.97,36829.81,37332.79,37332.79,33400,^BSESN
2019-09-03,37181.76,37188.38,36466.01,36562.91,36562.91,23600,^BSESN
2019-09-04,36575.24,36776.31,36409.54,36724.74,36724.74,25600,^BSESN
2019-09-05,36821.71,36898.99,36541.88,36644.42,36644.42,27400,^BSESN
2019-09-06,36785.59,37012.98,36727.66,36981.77,36981.77,23000,^BSESN
2019-09-09,36969.48,37244.08,36784.47,37145.45,37145.45,25300,^BSESN
2019-09-11,37251.03,37343.46,37193.57,37270.82,37270.82,36700,^BSESN
2019-09-12,37330.47,37435.15,37048.67,37104.28,37104.28,27500,^BSESN
2019-09-13,37175.86,37413.5,37000.09,37384.99,37384.99,34300,^BSESN
2019-09-16,37204.56,37302.06,37028.94,37123.31,37123.31,19900,^BSESN
2019-09-17,37169.46,37169.56,36419.09,36481.09,36481.09,20500,^BSESN
2019-09-18,36621.38,36712.99,36465.92,36563.88,36563.88,25400,^BSESN
2019-09-19,36613.93,36613.93,35987.8,36093.47,36093.47,31700,^BSESN
2019-09-20,36214.92,38378.02,36085.74,38014.62,38014.62,61000,^BSESN
2019-09-23,38844.0,39441.12,38674.04,39090.03,39090.03,2800,^BSESN
2019-09-24,39135.28,39306.37,38913.06,39097.14,39097.14,30600,^BSESN
2019-09-25,39087.2,39087.2,38510.97,38593.52,38593.52,28800,^BSESN
2019-09-26,38700.48,39158.07,38676.11,38989.74,38989.74,33200,^BSESN
2019-09-27,39003.13,39107.37,38782.6,38822.57,38822.57,39200,^BSESN
2019-09-30,38873.12,38873.12,38401.09,38667.33,38667.33,49000,^BSESN
2019-10-01,38813.48,38923.78,37929.89,38305.41,38305.41,75400,^BSESN
2019-10-03,38137.87,38310.93,37957.56,38106.87,38106.87,59200,^BSESN
2019-10-04,38401.49,38403.54,37633.36,37673.31,37673.31,52900,^BSESN
2019-10-07,37853.8,37919.47,37480.53,37531.98,37531.98,40400,^BSESN
2019-10-09,37628.05,38209.84,37415.83,38177.95,38177.95,36400,^BSESN
2019-10-10,38130.23,38130.23,37802.93,37880.4,37880.4,27300,^BSESN
2019-10-11,37994.48,38345.41,37737.85,38127.08,38127.08,39400,^BSESN
2019-10-14,38208.24,38513.69,38066.13,38214.47,38214.47,28500,^BSESN
2019-10-15,38316.49,38635.19,38238.27,38506.09,38506.09,26200,^BSESN
2019-10-16,38637.05,38666.38,38416.67,38598.99,38598.99,27500,^BSESN
2019-10-17,38647.44,39104.69,38557.43,39052.06,39052.06,47100,^BSESN
2019-10-18,39087.83,39361.06,38963.6,39298.38,39298.38,42400,^BSESN
2019-10-22,39233.4,39426.47,38924.85,38963.84,38963.84,54500,^BSESN
2019-10-23,39063.84,39196.67,38866.08,39058.83,39058.83,41000,^BSESN
2019-10-24,39223.01,39327.15,38840.76,39020.39,39020.39,36600,^BSESN
2019-10-25,39201.67,39241.61,38718.27,39058.06,39058.06,48600,^BSESN
2019-10-29,39293.49,39917.01,39254.12,39831.84,39831.84,50500,^BSESN
2019-10-30,40055.63,40178.12,39805.11,40051.87,40051.87,37200,^BSESN
2019-10-31,40211.99,40392.22,40054.89,40129.05,40129.05,87900,^BSESN
2019-11-01,40196.07,40283.3,40014.23,40165.03,40165.03,57000,^BSESN
2019-11-04,40293.85,40483.21,40186.29,40301.96,40301.96,62600,^BSESN
2019-11-05,40445.67,40466.55,40053.55,40248.23,40248.23,45400,^BSESN
2019-11-06,40311.85,40606.91,40037.53,40469.78,40469.78,37700,^BSESN
2019-11-07,40625.64,40688.27,40421.07,40653.74,40653.74,30200,^BSESN
2019-11-08,40630.56,40749.33,40263.94,40323.61,40323.61,42600,^BSESN
2019-11-11,40316.5,40417.44,40150.97,40345.08,40345.08,29500,^BSESN
2019-11-13,40346.43,40447.17,40061.23,40116.06,40116.06,37700,^BSESN
2019-11-14,40178.93,40348.61,40026.99,40286.48,40286.48,27800,^BSESN
2019-11-15,40408.2,40650.06,40308.09,40356.69,40356.69,25800,^BSESN
2019-11-18,40431.08,40542.4,40221.97,40284.19,40284.19,28700,^BSESN
2019-11-19,40455.36,40544.13,40290.21,40469.7,40469.7,39100,^BSESN
2019-11-20,40729.8,40816.38,40575.96,40651.64,40651.64,32300,^BSESN
2019-11-21,40737.31,40744.85,40534.12,40575.17,40575.17,21800,^BSESN
2019-11-22,40653.17,40653.17,40276.83,40359.41,40359.41,21700,^BSESN
2019-11-25,40439.66,40931.71,40393.9,40889.23,40889.23,28600,^BSESN
2019-11-26,41022.85,41120.28,40710.2,40821.3,40821.3,32800,^BSESN
2019-11-27,40979.39,41075.76,40848.7,41020.61,41020.61,32400,^BSESN
2019-11-28,41161.54,41163.79,40996.08,41130.17,41130.17,30900,^BSESN
2019-11-29,41138.26,41143.22,40664.18,40793.81,40793.81,46700,^BSESN
2019-12-02,41072.94,41093.99,40707.63,40802.17,40802.17,39800,^BSESN
2019-12-03,40852.61,40885.03,40554.04,40675.45,40675.45,33700,^BSESN
2019-12-04,40606.01,40886.87,40475.83,40850.29,40850.29,44500,^BSESN
2019-12-05,40988.14,41002.41,40720.17,40779.59,40779.59,33000,^BSESN
2019-12-06,40952.13,40952.13,40337.53,40445.15,40445.15,33100,^BSESN
2019-12-09,40527.24,40645.63,40336.56,40487.43,40487.43,32600,^BSESN
2019-12-10,40588.81,40588.81,40208.7,40239.88,40239.88,31400,^BSESN
2019-12-11,40285.2,40466.13,40135.37,40412.57,40412.57,55500,^BSESN
2019-12-12,40561.34,40712.65,40490.69,40581.71,40581.71,41300,^BSESN
2019-12-13,40754.82,41055.8,40736.7,41009.71,41009.71,27900,^BSESN
2019-12-16,41168.85,41185.03,40917.93,40938.72,40938.72,21600,^BSESN
2019-12-17,41052.36,41401.65,41005.18,41352.17,41352.17,19000,^BSESN
2019-12-18,41442.75,41614.77,41358.47,41558.57,41558.57,24300,^BSESN
2019-12-19,41571.82,41719.29,41456.4,41673.92,41673.92,33300,^BSESN
2019-12-20,41746.2,41809.96,41636.11,41681.54,41681.54,33600,^BSESN
2019-12-23,41548.26,41701.62,41474.61,41642.66,41642.66,6200,^BSESN
2019-12-24,41684.51,41702.98,41423.07,41461.26,41461.26,4400,^BSESN
2019-12-26,41543.8,41543.8,41132.89,41163.76,41163.76,5600,^BSESN
2019-12-27,41297.08,41611.27,41264.92,41575.14,41575.14,6100,^BSESN
2019-12-30,41686.27,41714.73,41453.38,41558.0,41558.0,5700,^BSESN
2019-12-31,41607.49,41607.49,41184.73,41253.74,41253.74,5600,^BSESN
2020-01-02,41340.27,41649.29,41328.45,41626.64,41626.64,5300,^BSESN
2020-01-03,41634.51,41636.18,41348.68,41464.61,41464.61,8900,^BSESN
2020-01-06,41378.34,41378.34,40613.96,40676.63,40676.63,8700,^BSESN
2020-01-07,40983.04,41230.14,40727.37,40869.47,40869.47,11900,^BSESN
2020-01-08,40574.83,40866.36,40476.55,40817.74,40817.74,18200,^BSESN
2020-01-09,41216.67,41482.12,41175.72,41452.35,41452.35,7800,^BSESN
2020-01-10,41568.2,41775.11,41447.8,41599.72,41599.72,13200,^BSESN
2020-01-13,41788.21,41899.63,41720.76,41859.69,41859.69,10600,^BSESN
2020-01-14,41883.09,41994.26,41770.9,41952.63,41952.63,14100,^BSESN
2020-01-15,41969.86,41969.86,41648.11,41872.73,41872.73,6100,^BSESN
2020-01-16,41924.74,42059.45,41812.28,41932.56,41932.56,6600,^BSESN
2020-01-17,41929.02,42063.93,41850.29,41945.37,41945.37,9500,^BSESN
2020-01-20,42263.0,42273.87,41503.37,41528.91,41528.91,7500,^BSESN
2020-01-21,41487.57,41532.59,41294.3,41323.81,41323.81,8900,^BSESN
2020-01-22,41467.13,41532.29,41059.04,41115.38,41115.38,7700,^BSESN
2020-01-23,41191.5,41413.96,41098.91,41386.4,41386.4,9900,^BSESN
2020-01-24,41377.04,41697.03,41275.6,41613.19,41613.19,6600,^BSESN
2020-01-27,41510.68,41516.27,41122.48,41155.12,41155.12,7000,^BSESN
2020-01-28,41299.68,41333.25,40869.75,40966.86,40966.86,9800,^BSESN
2020-01-29,41131.57,41334.86,41108.19,41198.66,41198.66,7800,^BSESN
2020-01-30,41380.14,41380.14,40829.91,40913.82,40913.82,6700,^BSESN
2020-01-31,41146.56,41154.49,40671.01,40723.49,40723.49,11500,^BSESN
2020-02-03,39701.02,40014.9,39563.07,39872.31,39872.31,10600,^BSESN
2020-02-04,40178.74,40818.94,40117.46,40789.38,40789.38,15300,^BSESN
2020-02-05,40921.71,41177.0,40703.32,41142.66,41142.66,13900,^BSESN
2020-02-06,41209.13,41405.43,41113.11,41306.03,41306.03,15000,^BSESN
2020-02-07,41394.41,41394.41,41073.36,41141.85,41141.85,15300,^BSESN
2020-02-10,41166.72,41172.06,40798.98,40979.62,40979.62,15200,^BSESN
2020-02-11,41183.39,41444.34,41179.14,41216.14,41216.14,7700,^BSESN
2020-02-12,41330.85,41671.86,41330.85,41565.9,41565.9,9600,^BSESN
2020-02-13,41707.21,41709.3,41338.31,41459.79,41459.79,9100,^BSESN
2020-02-14,41510.19,41702.36,41183.13,41257.74,41257.74,9800,^BSESN
2020-02-17,41324.04,41420.34,41030.58,41055.69,41055.69,6900,^BSESN
2020-02-18,41042.46,41042.46,40610.95,40894.38,40894.38,12300,^BSESN
2020-02-19,41121.51,41357.16,41048.93,41323.0,41323.0,5600,^BSESN
2020-02-20,41334.96,41399.93,41134.31,41170.12,41170.12,8400,^BSESN
2020-02-24,41037.01,41037.01,40306.36,40363.23,40363.23,8100,^BSESN
2020-02-25,40497.72,40536.0,40220.59,40281.2,40281.2,7300,^BSESN
2020-02-26,40194.89,40255.39,39760.39,39888.96,39888.96,9000,^BSESN
2020-02-27,39947.8,39947.8,39423.27,39745.66,39745.66,9600,^BSESN
2020-02-28,39087.47,39087.47,38219.97,38297.29,38297.29,12700,^BSESN
2020-03-02,38910.95,39083.17,37785.99,38144.02,38144.02,13400,^BSESN
2020-03-03,38480.89,38754.24,38142.3,38623.7,38623.7,10600,^BSESN
2020-03-04,38715.72,38791.7,37846.1,38409.48,38409.48,15300,^BSESN
2020-03-05,38604.25,38887.8,38386.68,38470.61,38470.61,13500,^BSESN
2020-03-06,37613.96,37747.07,37011.09,37576.62,37576.62,19000,^BSESN
2020-03-09,36950.2,36950.2,35109.18,35634.95,35634.95,18800,^BSESN
2020-03-11,35468.9,36021.51,35261.92,35697.4,35697.4,27900,^BSESN
2020-03-12,34472.5,34472.5,32493.1,32778.14,32778.14,25200,^BSESN
2020-03-13,31214.13,34769.48,29388.97,34103.48,34103.48,32600,^BSESN
2020-03-16,33103.24,33103.24,31276.3,31390.07,31390.07,18100,^BSESN
2020-03-17,31611.57,32047.98,30394.94,30579.09,30579.09,21500,^BSESN
2019-01-02,10868.85,10895.35,10735.05,10792.5,10792.5,309700,^NSEI
2019-01-03,10796.8,10814.05,10661.25,10672.25,10672.25,286200,^NSEI
2019-01-04,10699.7,10741.05,10628.65,10727.35,10727.35,296600,^NSEI
2019-01-07,10804.85,10835.95,10750.15,10771.8,10771.8,269400,^NSEI
2019-01-08,10786.25,10818.45,10733.25,10802.15,10802.15,277700,^NSEI
2019-01-09,10862.4,10870.4,10749.4,10855.15,10855.15,333000,^NSEI
2019-01-10,10859.35,10859.35,10801.8,10821.6,10821.6,254400,^NSEI
2019-01-11,10834.75,10850.15,10739.4,10794.95,10794.95,260800,^NSEI
2019-01-14,10807.0,10808.0,10692.35,10737.6,10737.6,298800,^NSEI
2019-01-15,10777.55,10896.95,10777.55,10886.8,10886.8,310700,^NSEI
2019-01-16,10899.65,10928.15,10876.9,10890.3,10890.3,276500,^NSEI
2019-01-17,10920.85,10930.65,10844.65,10905.2,10905.2,271700,^NSEI
2019-01-18,10914.85,10928.2,10852.2,10906.95,10906.95,323800,^NSEI
2019-01-21,10919.35,10987.45,10885.75,10961.85,10961.85,288800,^NSEI
2019-01-22,10949.8,10949.8,10864.15,10922.75,10922.75,300800,^NSEI
2019-01-23,10931.05,10944.8,10811.95,10831.5,10831.5,298900,^NSEI
2019-01-24,10844.05,10866.6,10798.65,10849.8,10849.8,361100,^NSEI
2019-01-25,10859.75,10931.7,10756.45,10780.55,10780.55,463400,^NSEI
2019-01-28,10792.45,10804.45,10630.95,10661.55,10661.55,419700,^NSEI
2019-01-29,10653.7,10690.35,10583.65,10652.2,10652.2,356900,^NSEI
2019-01-30,10702.25,10710.2,10612.85,10651.8,10651.8,410100,^NSEI
2019-01-31,10690.55,10838.05,10678.55,10830.95,10830.95,604800,^NSEI
2019-02-01,10851.35,10983.45,10813.45,10893.65,10893.65,482300,^NSEI
2019-02-04,10876.75,10927.9,10814.15,10912.25,10912.25,318300,^NSEI
2019-02-05,10908.65,10956.7,10886.7,10934.35,10934.35,268100,^NSEI
2019-02-06,10965.1,11072.6,10962.7,11062.45,11062.45,298500,^NSEI
2019-02-07,11070.45,11118.1,11043.6,11069.4,11069.4,263500,^NSEI
2019-02-08,11023.5,11041.2,10925.45,10943.6,10943.6,352800,^NSEI
2019-02-11,10930.9,10930.9,10857.1,10888.8,10888.8,286000,^NSEI
2019-02-12,10879.7,10910.9,10823.8,10831.4,10831.4,292300,^NSEI
2019-02-14,10786.1,10792.7,10718.75,10746.05,10746.05,627000,^NSEI
2019-02-15,10780.25,10785.75,10620.4,10724.4,10724.4,521900,^NSEI
2019-02-18,10738.65,10759.9,10628.4,10640.95,10640.95,345400,^NSEI
2019-02-19,10636.7,10722.85,10585.65,10604.35,10604.35,291500,^NSEI
2019-02-20,10655.45,10752.7,10646.4,10735.45,10735.45,289200,^NSEI
2019-02-21,10744.1,10808.85,10721.5,10789.85,10789.85,279600,^NSEI
2019-02-22,10782.7,10801.55,10758.4,10791.65,10791.65,396800,^NSEI
2019-02-25,10813.25,10887.1,10788.05,10880.1,10880.1,385900,^NSEI
2019-02-26,10775.3,10888.75,10729.3,10835.3,10835.3,415000,^NSEI
2019-02-27,10881.2,10939.7,10751.2,10806.65,10806.65,381100,^NSEI
2019-02-28,10865.7,10865.7,10784.85,10792.5,10792.5,644200,^NSEI
2019-03-01,10842.65,10877.9,10823.1,10863.5,10863.5,308500,^NSEI
2019-03-05,10864.85,10994.9,10817.0,10987.45,10987.45,373200,^NSEI
2019-03-06,11024.85,11062.3,10998.85,11053.0,11053.0,372600,^NSEI
2019-03-07,11077.95,11089.05,11027.1,11058.2,11058.2,321200,^NSEI
2019-03-08,11038.85,11049.0,11008.95,11035.4,11035.4,326600,^NSEI
